"sp";"photo";"id";"codenom";"status";"taxref";"flore";"index";"family";"rank";"source";"obs";"large";"credit";"other";"...16";"...17";"attribution";"powo";"gbif";"inatid";"inat";"idphoto";"idobs";"mnhn";"tropicos";"fna";"inpn";"stat"
"Agrostis salaziensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/210318132/original.jpeg";;;"Endémique";705796;;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/124104023";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386262-1";"https://www.gbif.org/fr/species/4117222";1398997;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1398997";"210318132";"124104023";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+salaziensis";"https://tropicos.org/name/Search?name=agrostis%20salaziensis";;"https://openobs.mnhn.fr/redirect/inpn/taxa/705796?departmentInseeId=974&view=map";"En"
"Agrostis salaziensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/210320370/original.jpeg";;;"Endémique";705796;;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/124105375";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386262-1";"https://www.gbif.org/fr/species/4117222";1398997;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1398997";"210320370";"124105375";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+salaziensis";"https://tropicos.org/name/Search?name=agrostis%20salaziensis";;"https://openobs.mnhn.fr/redirect/inpn/taxa/705796?departmentInseeId=974&view=map";"En"
"Agrostis salaziensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/256909781/original.jpg";;;"Endémique";705796;;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/149119966";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386262-1";"https://www.gbif.org/fr/species/4117222";1398997;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1398997";"256909781";"149119966";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+salaziensis";"https://tropicos.org/name/Search?name=agrostis%20salaziensis";;"https://openobs.mnhn.fr/redirect/inpn/taxa/705796?departmentInseeId=974&view=map";"En"
"Agrostis salaziensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/210320431/original.jpeg";;;"Endémique";705796;;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/124105375";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386262-1";"https://www.gbif.org/fr/species/4117222";1398997;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1398997";"210320431";"124105375";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+salaziensis";"https://tropicos.org/name/Search?name=agrostis%20salaziensis";;"https://openobs.mnhn.fr/redirect/inpn/taxa/705796?departmentInseeId=974&view=map";"En"
"Agrostis salaziensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/210537438/original.jpeg";;;"Endémique";705796;;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/124225686";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386262-1";"https://www.gbif.org/fr/species/4117222";1398997;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1398997";"210537438";"124225686";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+salaziensis";"https://tropicos.org/name/Search?name=agrostis%20salaziensis";;"https://openobs.mnhn.fr/redirect/inpn/taxa/705796?departmentInseeId=974&view=map";"En"
"Agrostis salaziensis";"https://inaturalist-open-data.s3.amazonaws.com/photos/210516862/original.jpeg";;;"Endémique";705796;;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/124213830";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386262-1";"https://www.gbif.org/fr/species/4117222";1398997;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=1398997";"210516862";"124213830";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+salaziensis";"https://tropicos.org/name/Search?name=agrostis%20salaziensis";;"https://openobs.mnhn.fr/redirect/inpn/taxa/705796?departmentInseeId=974&view=map";"En"
"Agrostis stolonifera";"https://inaturalist-open-data.s3.amazonaws.com/photos/256244779/original.jpg";"Panicule étalée et épillets généralement répartis le long des branches, contrairement à A. capillaris. Espèce surtout retrouvée dans le zones pastorales du mésotherme.";;"Exotique";80759;;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/148765921";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386353-1";"https://www.gbif.org/fr/species/2706435";69931;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=69931";"256244779";"148765921";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+stolonifera";"https://tropicos.org/name/Search?name=agrostis%20stolonifera";"http://floranorthamerica.org/Agrostis_stolonifera";"https://openobs.mnhn.fr/redirect/inpn/taxa/80759?departmentInseeId=974&view=map";"Ex"
"Agrostis stolonifera";"https://inaturalist-open-data.s3.amazonaws.com/photos/256244806/original.jpg";;;"Exotique";80759;;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/148765921";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386353-1";"https://www.gbif.org/fr/species/2706435";69931;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=69931";"256244806";"148765921";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+stolonifera";"https://tropicos.org/name/Search?name=agrostis%20stolonifera";"http://floranorthamerica.org/Agrostis_stolonifera";"https://openobs.mnhn.fr/redirect/inpn/taxa/80759?departmentInseeId=974&view=map";"Ex"
"Agrostis stolonifera";"https://inaturalist-open-data.s3.amazonaws.com/photos/260284219/original.jpg";;;"Exotique";80759;;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/150899864";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386353-1";"https://www.gbif.org/fr/species/2706435";69931;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=69931";"260284219";"150899864";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+stolonifera";"https://tropicos.org/name/Search?name=agrostis%20stolonifera";"http://floranorthamerica.org/Agrostis_stolonifera";"https://openobs.mnhn.fr/redirect/inpn/taxa/80759?departmentInseeId=974&view=map";"Ex"
"Agrostis stolonifera";"https://inaturalist-open-data.s3.amazonaws.com/photos/260284231/original.jpg";;;"Exotique";80759;;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/150899864";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386353-1";"https://www.gbif.org/fr/species/2706435";69931;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=69931";"260284231";"150899864";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+stolonifera";"https://tropicos.org/name/Search?name=agrostis%20stolonifera";"http://floranorthamerica.org/Agrostis_stolonifera";"https://openobs.mnhn.fr/redirect/inpn/taxa/80759?departmentInseeId=974&view=map";"Ex"
"Agrostis stolonifera";"https://inaturalist-open-data.s3.amazonaws.com/photos/256244834/original.jpg";;;"Exotique";80759;;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/148765921";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386353-1";"https://www.gbif.org/fr/species/2706435";69931;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=69931";"256244834";"148765921";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+stolonifera";"https://tropicos.org/name/Search?name=agrostis%20stolonifera";"http://floranorthamerica.org/Agrostis_stolonifera";"https://openobs.mnhn.fr/redirect/inpn/taxa/80759?departmentInseeId=974&view=map";"Ex"
"Agrostis stolonifera";"https://inaturalist-open-data.s3.amazonaws.com/photos/256244794/original.jpg";;;"Exotique";80759;;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/148765921";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386353-1";"https://www.gbif.org/fr/species/2706435";69931;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=69931";"256244794";"148765921";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+stolonifera";"https://tropicos.org/name/Search?name=agrostis%20stolonifera";"http://floranorthamerica.org/Agrostis_stolonifera";"https://openobs.mnhn.fr/redirect/inpn/taxa/80759?departmentInseeId=974&view=map";"Ex"
"Agrostis stolonifera";"https://inaturalist-open-data.s3.amazonaws.com/photos/260284200/original.jpg";;;"Exotique";80759;;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/150899864";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386353-1";"https://www.gbif.org/fr/species/2706435";69931;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=69931";"260284200";"150899864";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=agrostis+stolonifera";"https://tropicos.org/name/Search?name=agrostis%20stolonifera";"http://floranorthamerica.org/Agrostis_stolonifera";"https://openobs.mnhn.fr/redirect/inpn/taxa/80759?departmentInseeId=974&view=map";"Ex"
"Alloteropsis paniculata";"https://inaturalist-open-data.s3.amazonaws.com/photos/105333423/original.jpg?1606090400";"Les épillets de cette espèce sont caractéristiques. L'espèce semble toutefois très rare.";;"Cryptogène";705801;;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/65442304";;;;;;"no rights reserved";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386999-1";"https://www.gbif.org/fr/species/4109308";507302;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=507302";"105333423";"65442304";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=alloteropsis+paniculata";"https://tropicos.org/name/Search?name=alloteropsis%20paniculata";;"https://openobs.mnhn.fr/redirect/inpn/taxa/705801?departmentInseeId=974&view=map";"Cr"
"Alloteropsis paniculata";"https://inaturalist-open-data.s3.amazonaws.com/photos/108105410/original.jpg?1608765593";;;"Cryptogène";705801;;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/66980778";;;;;;"no rights reserved";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386999-1";"https://www.gbif.org/fr/species/4109308";507302;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=507302";"108105410";"66980778";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=alloteropsis+paniculata";"https://tropicos.org/name/Search?name=alloteropsis%20paniculata";;"https://openobs.mnhn.fr/redirect/inpn/taxa/705801?departmentInseeId=974&view=map";"Cr"
"Alloteropsis paniculata";"http://imager.mnhn.fr/imager3/w400/media/14423789396762hUpVgipdOhQG0G1";;;"Cryptogène";705801;;;"Poaceae";3;"mnhn";"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00450072";"http://mediaphoto.mnhn.fr/media/14423789396762hUpVgipdOhQG0G1";"Muséum national d’Histoire naturelle, Paris (France) CC BY";;;;"Muséum national d’Histoire naturelle, Paris (France) CC BY";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:386999-1";"https://www.gbif.org/fr/species/4109308";507302;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=507302";;;"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=alloteropsis+paniculata";"https://tropicos.org/name/Search?name=alloteropsis%20paniculata";;"https://openobs.mnhn.fr/redirect/inpn/taxa/705801?departmentInseeId=974&view=map";"Cr"
"Andropogon alopecurus";;;;"NA";966988;;;"Excluded";;;;;;;;;;;;;;;;"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=andropogon+alopecurus";"https://tropicos.org/name/Search?name=andropogon%20alopecurus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/966988?departmentInseeId=974&view=map";"NA"
"Anthoxanthum odoratum";"https://inaturalist-open-data.s3.amazonaws.com/photos/236792288/original.jpeg";"Une des espèces de poacées les plus envahissantes. Très abondante dans le mésotherme et l'altimontain. Épillets caractéristiques.";;"Exotique";82922;;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/138528615";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389034-1";"https://www.gbif.org/fr/species/2705975";75475;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=75475";"236792288";"138528615";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=anthoxanthum+odoratum";"https://tropicos.org/name/Search?name=anthoxanthum%20odoratum";"http://floranorthamerica.org/Anthoxanthum_odoratum";"https://openobs.mnhn.fr/redirect/inpn/taxa/82922?departmentInseeId=974&view=map";"Ex"
"Anthoxanthum odoratum";"https://inaturalist-open-data.s3.amazonaws.com/photos/146769358/original.jpeg?1627457314";;;"Exotique";82922;;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/88913937";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389034-1";"https://www.gbif.org/fr/species/2705975";75475;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=75475";"146769358";"88913937";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=anthoxanthum+odoratum";"https://tropicos.org/name/Search?name=anthoxanthum%20odoratum";"http://floranorthamerica.org/Anthoxanthum_odoratum";"https://openobs.mnhn.fr/redirect/inpn/taxa/82922?departmentInseeId=974&view=map";"Ex"
"Anthoxanthum odoratum";"https://inaturalist-open-data.s3.amazonaws.com/photos/146769371/original.jpeg?1627457325";;;"Exotique";82922;;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/88913937";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389034-1";"https://www.gbif.org/fr/species/2705975";75475;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=75475";"146769371";"88913937";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=anthoxanthum+odoratum";"https://tropicos.org/name/Search?name=anthoxanthum%20odoratum";"http://floranorthamerica.org/Anthoxanthum_odoratum";"https://openobs.mnhn.fr/redirect/inpn/taxa/82922?departmentInseeId=974&view=map";"Ex"
"Anthoxanthum odoratum";"https://inaturalist-open-data.s3.amazonaws.com/photos/165922227/original.jpeg?1635314914";;;"Exotique";82922;;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/99521372";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389034-1";"https://www.gbif.org/fr/species/2705975";75475;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=75475";"165922227";"99521372";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=anthoxanthum+odoratum";"https://tropicos.org/name/Search?name=anthoxanthum%20odoratum";"http://floranorthamerica.org/Anthoxanthum_odoratum";"https://openobs.mnhn.fr/redirect/inpn/taxa/82922?departmentInseeId=974&view=map";"Ex"
"Anthoxanthum odoratum";"https://inaturalist-open-data.s3.amazonaws.com/photos/165290032/original.jpeg?1635058148";;;"Exotique";82922;;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/99184098";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389034-1";"https://www.gbif.org/fr/species/2705975";75475;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=75475";"165290032";"99184098";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=anthoxanthum+odoratum";"https://tropicos.org/name/Search?name=anthoxanthum%20odoratum";"http://floranorthamerica.org/Anthoxanthum_odoratum";"https://openobs.mnhn.fr/redirect/inpn/taxa/82922?departmentInseeId=974&view=map";"Ex"
