"sp";"photo";"id";"codenom";"status";"taxref";"flore";"index";"family";"rank";"source";"obs";"large";"credit";"other";"...16";"...17";"attribution";"powo";"gbif";"inatid";"inat";"idphoto";"idobs";"mnhn";"tropicos";"fna";"inpn";"stat"
"Cynosurus cristatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/134234452/original.jpg?1622963331";;;"Exotique";93860;;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/81823680";;;;;;"no rights reserved";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397168-1";"https://www.gbif.org/fr/species/2704395";76581;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76581";"134234452";"81823680";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cynosurus+cristatus";"https://tropicos.org/name/Search?name=cynosurus%20cristatus";"http://floranorthamerica.org/Cynosurus_cristatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/93860?departmentInseeId=974&view=map";"Ex"
"Cynosurus cristatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/162859684/original.jpeg";;;"Exotique";93860;;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/97880798";;;;;;"no rights reserved";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397168-1";"https://www.gbif.org/fr/species/2704395";76581;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76581";"162859684";"97880798";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cynosurus+cristatus";"https://tropicos.org/name/Search?name=cynosurus%20cristatus";"http://floranorthamerica.org/Cynosurus_cristatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/93860?departmentInseeId=974&view=map";"Ex"
"Cynosurus cristatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/148832740/original.jpeg";;;"Exotique";93860;;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/90087124";;;;;;"no rights reserved";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397168-1";"https://www.gbif.org/fr/species/2704395";76581;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76581";"148832740";"90087124";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cynosurus+cristatus";"https://tropicos.org/name/Search?name=cynosurus%20cristatus";"http://floranorthamerica.org/Cynosurus_cristatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/93860?departmentInseeId=974&view=map";"Ex"
"Cynosurus cristatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/142864710/original.jpeg";;;"Exotique";93860;;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/86697823";;;;;;"no rights reserved";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397168-1";"https://www.gbif.org/fr/species/2704395";76581;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76581";"142864710";"86697823";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cynosurus+cristatus";"https://tropicos.org/name/Search?name=cynosurus%20cristatus";"http://floranorthamerica.org/Cynosurus_cristatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/93860?departmentInseeId=974&view=map";"Ex"
"Cynosurus cristatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/139726540/original.jpeg";;;"Exotique";93860;;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/84976124";;;;;;"no rights reserved";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397168-1";"https://www.gbif.org/fr/species/2704395";76581;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76581";"139726540";"84976124";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cynosurus+cristatus";"https://tropicos.org/name/Search?name=cynosurus%20cristatus";"http://floranorthamerica.org/Cynosurus_cristatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/93860?departmentInseeId=974&view=map";"Ex"
"Cynosurus cristatus";"https://static.inaturalist.org/photos/75908158/original.jpg";;;"Exotique";93860;;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/47852489";;;;;;"no rights reserved";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397168-1";"https://www.gbif.org/fr/species/2704395";76581;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76581";"75908158";"47852489";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cynosurus+cristatus";"https://tropicos.org/name/Search?name=cynosurus%20cristatus";"http://floranorthamerica.org/Cynosurus_cristatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/93860?departmentInseeId=974&view=map";"Ex"
"Cynosurus cristatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/136593108/original.jpeg";;;"Exotique";93860;;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/83183086";;;;;;"no rights reserved";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397168-1";"https://www.gbif.org/fr/species/2704395";76581;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=76581";"136593108";"83183086";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cynosurus+cristatus";"https://tropicos.org/name/Search?name=cynosurus%20cristatus";"http://floranorthamerica.org/Cynosurus_cristatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/93860?departmentInseeId=974&view=map";"Ex"
"Cyperus alternifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/143588957/original.jpeg";"Espèce caractéristique de taille moyenne à grande trouvée sur les parois et les lits rocheux des ravines. La seule espèce similaire est C. involucratus, parfois considérée comme une sous-espèce (C. alternifolius flabelliformis). La distinction formelle entre ces deux taxons semble très difficile. Selon la Flore des Mascareignes, la grandeur serait un des principaux critères. C. alternifolius serait plus petit que C. involucratus. C. alternifolius semble être trouvé davatnage en milieu naturel sur les parois rocheuses des ravines, alors que C. involucratus semble surtout être trouvé dans les bassins aux eaux plus stagnantes et près des habitations.";;"Indigène";674685;;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/87114587";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303729-1";"https://www.gbif.org/fr/species/2714156";208766;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=208766";"143588957";"87114587";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+alternifolius";"https://tropicos.org/name/Search?name=cyperus%20alternifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/674685?departmentInseeId=974&view=map";"In"
"Cyperus alternifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/167786258/original.jpeg";;;"Indigène";674685;;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/100522599";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303729-1";"https://www.gbif.org/fr/species/2714156";208766;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=208766";"167786258";"100522599";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+alternifolius";"https://tropicos.org/name/Search?name=cyperus%20alternifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/674685?departmentInseeId=974&view=map";"In"
"Cyperus alternifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/167786185/original.jpeg";;;"Indigène";674685;;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/100522599";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303729-1";"https://www.gbif.org/fr/species/2714156";208766;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=208766";"167786185";"100522599";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+alternifolius";"https://tropicos.org/name/Search?name=cyperus%20alternifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/674685?departmentInseeId=974&view=map";"In"
"Cyperus alternifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/143588988/original.jpeg";;;"Indigène";674685;;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/87114587";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303729-1";"https://www.gbif.org/fr/species/2714156";208766;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=208766";"143588988";"87114587";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+alternifolius";"https://tropicos.org/name/Search?name=cyperus%20alternifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/674685?departmentInseeId=974&view=map";"In"
"Cyperus alternifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/143589037/original.jpeg";;;"Indigène";674685;;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/87114587";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303729-1";"https://www.gbif.org/fr/species/2714156";208766;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=208766";"143589037";"87114587";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+alternifolius";"https://tropicos.org/name/Search?name=cyperus%20alternifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/674685?departmentInseeId=974&view=map";"In"
"Cyperus alternifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/163496655/original.jpeg";;;"Indigène";674685;;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/98224805";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303729-1";"https://www.gbif.org/fr/species/2714156";208766;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=208766";"163496655";"98224805";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+alternifolius";"https://tropicos.org/name/Search?name=cyperus%20alternifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/674685?departmentInseeId=974&view=map";"In"
"Cyperus alternifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/143589098/original.jpeg";;;"Indigène";674685;;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/87114587";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303729-1";"https://www.gbif.org/fr/species/2714156";208766;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=208766";"143589098";"87114587";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+alternifolius";"https://tropicos.org/name/Search?name=cyperus%20alternifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/674685?departmentInseeId=974&view=map";"In"
"Cyperus aromaticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/136680933/original.jpeg";"Le plus grand et le plus commun des Cyperus de type Kyllinga. Il s'identifie principalement par le nombre élevé ( ~ 7 ) et la longueur des bractées et par l'épi plutôt vert ressemblant à une demi-sphère. Il y a parfois des épis secondaires, mais ceux-ci sont beaucoup plus petits, latéraux et peu apparents. Commun partout dans les milieux au moins un peu humides des bas.";;"Indigène";780437;"Kyllinga elata";;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/83231825";;;"Kyllingia elata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303818-1";"https://www.gbif.org/fr/species/2718810";779116;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=779116";"136680933";"83231825";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+aromaticus";"https://tropicos.org/name/Search?name=cyperus%20aromaticus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/780437?departmentInseeId=974&view=map";"In"
"Cyperus aromaticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/159433390/original.jpeg";;;"Indigène";780437;"Kyllinga elata";;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/95998949";;;"Kyllingia elata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303818-1";"https://www.gbif.org/fr/species/2718810";779116;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=779116";"159433390";"95998949";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+aromaticus";"https://tropicos.org/name/Search?name=cyperus%20aromaticus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/780437?departmentInseeId=974&view=map";"In"
"Cyperus aromaticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/159584518/original.jpeg";;;"Indigène";780437;"Kyllinga elata";;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/96084607";;;"Kyllingia elata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303818-1";"https://www.gbif.org/fr/species/2718810";779116;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=779116";"159584518";"96084607";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+aromaticus";"https://tropicos.org/name/Search?name=cyperus%20aromaticus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/780437?departmentInseeId=974&view=map";"In"
"Cyperus aromaticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/184215831/original.jpeg";;;"Indigène";780437;"Kyllinga elata";;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/109312890";;;"Kyllingia elata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303818-1";"https://www.gbif.org/fr/species/2718810";779116;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=779116";"184215831";"109312890";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+aromaticus";"https://tropicos.org/name/Search?name=cyperus%20aromaticus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/780437?departmentInseeId=974&view=map";"In"
"Cyperus aromaticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/159433345/original.jpeg";;;"Indigène";780437;"Kyllinga elata";;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/95998949";;;"Kyllingia elata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303818-1";"https://www.gbif.org/fr/species/2718810";779116;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=779116";"159433345";"95998949";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+aromaticus";"https://tropicos.org/name/Search?name=cyperus%20aromaticus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/780437?departmentInseeId=974&view=map";"In"
"Cyperus aromaticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/159433436/original.jpeg";;;"Indigène";780437;"Kyllinga elata";;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/95998949";;;"Kyllingia elata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303818-1";"https://www.gbif.org/fr/species/2718810";779116;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=779116";"159433436";"95998949";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+aromaticus";"https://tropicos.org/name/Search?name=cyperus%20aromaticus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/780437?departmentInseeId=974&view=map";"In"
"Cyperus aromaticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/184215790/original.jpeg";;;"Indigène";780437;"Kyllinga elata";;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/109312890";;;"Kyllingia elata";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303818-1";"https://www.gbif.org/fr/species/2718810";779116;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=779116";"184215790";"109312890";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+aromaticus";"https://tropicos.org/name/Search?name=cyperus%20aromaticus";;"https://openobs.mnhn.fr/redirect/inpn/taxa/780437?departmentInseeId=974&view=map";"In"
"Cyperus articulatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/160833138/original.jpeg";"Espèce de grande taille associée aux milieux humides et trouvée la plupart du temps dans l'eau. L'espèce se différencie de C. corymbosus et de C. sphacelatus par l'absence de longues bractées à la base de l'inflorescence, la tige cylindrique (~ parfaitement) et la présence de cloisons à l'intérieur de la tige (visibles comme de minces bandes foncées disposées régulièrement le long de la tige)";;"Indigène";629513;;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/96778975";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303822-1";"https://www.gbif.org/fr/species/2713638";161422;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161422";"160833138";"96778975";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+articulatus";"https://tropicos.org/name/Search?name=cyperus%20articulatus";"http://floranorthamerica.org/Cyperus_articulatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/629513?departmentInseeId=974&view=map";"In"
"Cyperus articulatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/157389666/original.jpeg";;;"Indigène";629513;;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/94851531";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303822-1";"https://www.gbif.org/fr/species/2713638";161422;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161422";"157389666";"94851531";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+articulatus";"https://tropicos.org/name/Search?name=cyperus%20articulatus";"http://floranorthamerica.org/Cyperus_articulatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/629513?departmentInseeId=974&view=map";"In"
"Cyperus articulatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/143109206/original.jpeg";;;"Indigène";629513;;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/86827991";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303822-1";"https://www.gbif.org/fr/species/2713638";161422;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161422";"143109206";"86827991";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+articulatus";"https://tropicos.org/name/Search?name=cyperus%20articulatus";"http://floranorthamerica.org/Cyperus_articulatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/629513?departmentInseeId=974&view=map";"In"
"Cyperus articulatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/170845415/original.jpeg";;;"Indigène";629513;;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/102230317";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303822-1";"https://www.gbif.org/fr/species/2713638";161422;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161422";"170845415";"102230317";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+articulatus";"https://tropicos.org/name/Search?name=cyperus%20articulatus";"http://floranorthamerica.org/Cyperus_articulatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/629513?departmentInseeId=974&view=map";"In"
"Cyperus articulatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/176285220/original.jpeg";;;"Indigène";629513;;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/105110921";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303822-1";"https://www.gbif.org/fr/species/2713638";161422;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161422";"176285220";"105110921";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+articulatus";"https://tropicos.org/name/Search?name=cyperus%20articulatus";"http://floranorthamerica.org/Cyperus_articulatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/629513?departmentInseeId=974&view=map";"In"
"Cyperus articulatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/135078456/original.jpeg";;;"Indigène";629513;;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/82309282";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303822-1";"https://www.gbif.org/fr/species/2713638";161422;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161422";"135078456";"82309282";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+articulatus";"https://tropicos.org/name/Search?name=cyperus%20articulatus";"http://floranorthamerica.org/Cyperus_articulatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/629513?departmentInseeId=974&view=map";"In"
"Cyperus articulatus";"https://inaturalist-open-data.s3.amazonaws.com/photos/135078271/original.jpeg";;;"Indigène";629513;;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/82309282";;;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303822-1";"https://www.gbif.org/fr/species/2713638";161422;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=161422";"135078271";"82309282";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+articulatus";"https://tropicos.org/name/Search?name=cyperus%20articulatus";"http://floranorthamerica.org/Cyperus_articulatus";"https://openobs.mnhn.fr/redirect/inpn/taxa/629513?departmentInseeId=974&view=map";"In"
"Cyperus brevifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/167787706/original.jpeg";"Espèce la plupart du temps de petite taille caractérisée par un petit épi verdâtre unique la plupart du temps latéral, paraissant de côté sur la tige. Porte souvent une bractée verticale ou presque. L'espèce peut également former des stolons le long duquel plusieurs tiges peuvent se former. Commun dans les milieux et les pelouses humides.";;"Indigène";763481;"Kyllinga brevifolia";;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/100523382";;;"Kyllingia brevifolia";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30313989-2";"https://www.gbif.org/fr/species/2718767";489795;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=489795";"167787706";"100523382";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+brevifolius";"https://tropicos.org/name/Search?name=cyperus%20brevifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/763481?departmentInseeId=974&view=map";"In"
"Cyperus brevifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/176287173/original.jpeg";;;"Indigène";763481;"Kyllinga brevifolia";;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/105111977";;;"Kyllingia brevifolia";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30313989-2";"https://www.gbif.org/fr/species/2718767";489795;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=489795";"176287173";"105111977";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+brevifolius";"https://tropicos.org/name/Search?name=cyperus%20brevifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/763481?departmentInseeId=974&view=map";"In"
"Cyperus brevifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/161641710/original.jpeg";;;"Indigène";763481;"Kyllinga brevifolia";;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/97218470";;;"Kyllingia brevifolia";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30313989-2";"https://www.gbif.org/fr/species/2718767";489795;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=489795";"161641710";"97218470";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+brevifolius";"https://tropicos.org/name/Search?name=cyperus%20brevifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/763481?departmentInseeId=974&view=map";"In"
"Cyperus brevifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/167787615/original.jpeg";;;"Indigène";763481;"Kyllinga brevifolia";;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/100523382";;;"Kyllingia brevifolia";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30313989-2";"https://www.gbif.org/fr/species/2718767";489795;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=489795";"167787615";"100523382";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+brevifolius";"https://tropicos.org/name/Search?name=cyperus%20brevifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/763481?departmentInseeId=974&view=map";"In"
"Cyperus brevifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/167787659/original.jpeg";;;"Indigène";763481;"Kyllinga brevifolia";;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/100523382";;;"Kyllingia brevifolia";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30313989-2";"https://www.gbif.org/fr/species/2718767";489795;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=489795";"167787659";"100523382";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+brevifolius";"https://tropicos.org/name/Search?name=cyperus%20brevifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/763481?departmentInseeId=974&view=map";"In"
"Cyperus brevifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/176287215/original.jpeg";;;"Indigène";763481;"Kyllinga brevifolia";;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/105111977";;;"Kyllingia brevifolia";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30313989-2";"https://www.gbif.org/fr/species/2718767";489795;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=489795";"176287215";"105111977";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+brevifolius";"https://tropicos.org/name/Search?name=cyperus%20brevifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/763481?departmentInseeId=974&view=map";"In"
"Cyperus brevifolius";"https://inaturalist-open-data.s3.amazonaws.com/photos/176287278/original.jpeg";;;"Indigène";763481;"Kyllinga brevifolia";;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/105111977";;;"Kyllingia brevifolia";;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30313989-2";"https://www.gbif.org/fr/species/2718767";489795;"https://www.inaturalist.org/observations?subview=grid&place_id=8834&taxon_id=489795";"176287278";"105111977";"https://science.mnhn.fr/institution/mnhn/collection/p/item/list?scientificName=cyperus+brevifolius";"https://tropicos.org/name/Search?name=cyperus%20brevifolius";;"https://openobs.mnhn.fr/redirect/inpn/taxa/763481?departmentInseeId=974&view=map";"In"
